Cycle,Battery#1,Battery#2,Battery#3,#1_SOH,#2_SOH,#3_SOH
742,1.059827,1.0650028,1.0419753,0.963479091,0.968184364,0.880167604
743,1.0599027,1.0646956,1.0461867,0.963547909,0.967905091,0.879913719
744,1.0592531,1.0642575,1.0419799,0.962957364,0.967506818,0.879551653
745,1.059309,1.0642923,1.0330361,0.963008182,0.967538455,0.879580414
746,1.0591596,1.0636692,1.0488918,0.962872364,0.966972,0.879065455
747,1.0589339,1.064075,1.0213207,0.962667182,0.967340909,0.879400826
748,1.0589665,1.0640275,1.0297344,0.962696818,0.967297727,0.87936157
749,1.0589323,1.0639846,1.0417689,0.962665727,0.967258727,0.879326115
750,1.0588608,1.0639319,1.0484946,0.962600727,0.967210818,0.879282562
751,1.0588175,1.0639431,1.0463246,0.962561364,0.967221,0.879291818
752,1.0585463,1.0638361,1.0397757,0.962314818,0.967123727,0.879203388
753,1.0586663,1.0638816,1.0311786,0.962423909,0.967165091,0.879240992
754,1.0586612,1.0638013,1.0507765,0.962419273,0.967092091,0.879174628
755,1.0584894,1.0637355,1.0483649,0.962263091,0.967032273,0.879120248
756,1.0583377,1.0635099,1.0188866,0.962125182,0.966827182,0.878933802
757,1.0584539,1.0636015,1.0228972,0.962230818,0.966910455,0.879009505
758,1.0584109,1.0636033,1.0449833,0.962191727,0.966912091,0.879010992
759,1.0582521,1.0635068,1.0506729,0.962047364,0.966824364,0.87893124
760,1.0583783,1.063297,1.0458556,0.962162091,0.966633636,0.878757851
761,1.0580328,1.0636553,1.0445747,0.961848,0.966959364,0.879053967
762,1.0584159,1.063923,1.0455662,0.962196273,0.967202727,0.879275206
763,1.0585494,1.0640343,1.0490073,0.962317636,0.967303909,0.87936719
764,1.058569,1.0641185,1.0385914,0.962335455,0.967380455,0.879436777
765,1.0587686,1.0639621,1.0413193,0.962516909,0.967238273,0.879307521
766,1.0584592,1.0640999,1.0266445,0.962235636,0.967363545,0.879421405
767,1.058316,1.0640761,1.0413045,0.962105455,0.967341909,0.879401735
768,1.0588419,1.0635133,1.0448481,0.962583545,0.966830273,0.878936612
769,1.0588038,1.0636495,1.0083524,0.962548909,0.966954091,0.879049174
770,1.0583028,1.0634633,1.0387102,0.962093455,0.966784818,0.878895289
771,1.058234,1.0627543,1.0444818,0.962030909,0.966140273,0.878309339
772,1.0578934,1.0631253,1.045437,0.961721273,0.966477545,0.87861595
773,1.0578251,1.0630887,1.0494971,0.961659182,0.966444273,0.878585703
774,1.0578938,1.0630364,1.0357653,0.961721636,0.966396727,0.878542479
775,1.0578301,1.0629495,1.0399913,0.961663727,0.966317727,0.878470661
776,1.0577886,1.0629611,1.0456713,0.961626,0.966328273,0.878480248
777,1.0577748,1.0628085,1.0503968,0.961613455,0.966189545,0.878354132
778,1.0576282,1.0628554,1.0502243,0.961480182,0.966232182,0.878392893
779,1.0577223,1.0628303,1.041375,0.961565727,0.966209364,0.878372149
780,1.0570208,1.0626844,1.046459,0.960928,0.966076727,0.87825157
781,1.0575558,1.0625539,1.0481468,0.961414364,0.965958091,0.878143719
782,1.0572457,1.0619949,1.0373372,0.961132455,0.965449909,0.877681735
783,1.0567656,1.0620188,1.0364876,0.960696,0.965471636,0.877701487
784,1.0573571,1.0623904,1.0493351,0.961233727,0.965809455,0.878008595
785,1.0564196,1.0623009,1.0497355,0.960381455,0.965728091,0.877934628
786,1.0571316,1.0623755,1.0395273,0.961028727,0.965795909,0.877996281
787,1.0556742,1.0624298,1.0406383,0.959703818,0.965845273,0.878041157
788,1.0555897,1.062296,1.0497754,0.959627,0.965723636,0.877930578
789,1.0570962,1.0626458,1.0434487,0.960996545,0.966041636,0.878219669
790,1.0567009,1.06275,1.0462769,0.960637182,0.966136364,0.878305785
791,1.0574366,1.0628066,1.0487804,0.961306,0.966187818,0.878352562
792,1.0574012,1.0629069,1.0395763,0.961273818,0.966279,0.878435455
793,1.05766,1.0629183,1.030682,0.961509091,0.966289364,0.878444876
794,1.057596,1.0628572,1.0187241,0.961450909,0.966233818,0.87839438
795,1.0576138,1.0626841,1.0372057,0.961467091,0.966076455,0.878251323
796,1.0574433,1.062404,1.0447724,0.961312091,0.965821818,0.878019835
797,1.0572935,1.0620314,1.0487778,0.961175909,0.965483091,0.877711901
798,1.0567707,1.0619655,1.0471404,0.960700636,0.965423182,0.877657438
799,1.0567744,1.0618213,1.0475039,0.960704,0.965292091,0.877538265
800,1.0559119,1.0618014,1.0489835,0.959919909,0.965274,0.877521818
801,1.0563959,1.0617303,1.0486422,0.960359909,0.965209364,0.877463058
802,1.0561973,1.0616856,1.045436,0.960179364,0.965168727,0.877426115
803,1.0563992,1.0616332,1.0426677,0.960362909,0.965121091,0.87738281
804,1.0564234,1.0615748,1.0458816,0.960384909,0.965068,0.877334545
805,1.0563426,1.0615315,1.0477059,0.960311455,0.965028636,0.87729876
806,1.0562061,1.0614998,1.0429559,0.960187364,0.964999818,0.877272562
807,1.0560441,1.0614311,1.0347645,0.960040091,0.964937364,0.877215785
808,1.0562102,1.0614311,1.0433052,0.960191091,0.964937364,0.877215785
809,1.0560403,1.0613332,1.0423573,0.960036636,0.964848364,0.877134876
810,1.0559556,1.0613459,1.0335115,0.959959636,0.964859909,0.877145372
811,1.0560746,1.0612429,1.0475713,0.960067818,0.964766273,0.877060248
812,1.0554202,1.0612204,1.0447927,0.959472909,0.964745818,0.877041653
813,1.0559099,1.0611457,1.0456301,0.959918091,0.964677909,0.876979917
814,1.0558702,1.0612872,1.0461612,0.959882,0.964806545,0.877096859
815,1.0558451,1.0614434,1.0428686,0.959859182,0.964948545,0.87722595
816,1.0558696,1.0615479,1.0454813,0.959881455,0.965043545,0.877312314
817,1.0556734,1.0609514,1.0451788,0.959703091,0.964501273,0.876819339
818,1.0560325,1.0615277,1.0478085,0.960029545,0.965025182,0.87729562
819,1.0562433,1.0614257,1.0288956,0.960221182,0.964932455,0.877211323
820,1.056231,1.0613143,1.0367709,0.96021,0.964831182,0.877119256
821,1.0560735,1.0609518,1.0471448,0.960066818,0.964501636,0.876819669
822,1.0560207,1.060938,1.0481814,0.960018818,0.964489091,0.876808265
823,1.0558449,1.0607998,1.0348196,0.959859,0.964363455,0.87669405
824,1.0557081,1.0606593,1.0429114,0.959734636,0.964235727,0.876577934
825,1.055433,1.0606352,1.0450939,0.959484545,0.964213818,0.876558016
826,1.0554985,1.0605929,1.0442761,0.959544091,0.964175364,0.876523058
827,1.0551714,1.0605938,1.0383412,0.959246727,0.964176182,0.876523802
828,1.0553768,1.0605249,1.0440003,0.959433455,0.964113545,0.876466859
829,1.0551858,1.0604925,1.044595,0.959259818,0.964084091,0.876440083
830,1.0549672,1.0604221,1.0198556,0.959061091,0.964020091,0.876381901
831,1.055232,1.0603994,1.0134537,0.959301818,0.963999455,0.876363141
832,1.0551808,1.060347,1.0466653,0.959255273,0.963951818,0.876319835
833,1.0551609,1.0602983,1.0446702,0.959237182,0.963907545,0.876279586
834,1.055109,1.0602287,1.0471945,0.95919,0.963844273,0.876222066
835,1.055006,1.060349,1.0436742,0.959096364,0.963953636,0.876321487
836,1.0549853,1.0602677,1.0432563,0.959077545,0.963879727,0.876254297
837,1.0550035,1.0601395,1.0455651,0.959094091,0.963763182,0.876148347
838,1.0549945,1.0600444,1.0461838,0.959085909,0.963676727,0.876069752
839,1.0549045,1.0598991,1.0466902,0.959004091,0.963544636,0.875949669
840,1.0548638,1.0600443,1.044336,0.958967091,0.963676636,0.876069669
841,1.0547934,1.0603197,1.0425305,0.958903091,0.963927,0.876297273
842,1.0547316,1.0604105,1.0470839,0.958846909,0.964009545,0.876372314
843,1.0547237,1.0606004,1.0470449,0.958839727,0.964182182,0.876529256
844,1.0552684,1.0603217,1.0466285,0.959334909,0.963928818,0.876298925
845,1.0551511,1.0602278,1.0422326,0.959228273,0.963843455,0.876221323
846,1.0554529,1.0601828,1.0258471,0.959502636,0.963802545,0.876184132
847,1.0552084,1.062176,1.01603,0.959280364,0.965614545,0.877831405
848,1.0550082,1.060009,1.0364809,0.959098364,0.963644545,0.876040495
849,1.0508832,1.0599493,1.043061,0.955348364,0.963590273,0.875991157
850,1.0516613,1.0599053,1.0286866,0.956055727,0.963550273,0.875954794
851,1.0524553,1.0597689,1.0423036,0.956777545,0.963426273,0.875842066
852,1.0531665,1.0596063,1.0487924,0.957424091,0.963278455,0.875707686
853,1.0533838,1.0595294,1.0470663,0.957621636,0.963208545,0.875644132
854,1.0534256,1.0594085,1.0470071,0.957659636,0.963098636,0.875544215
855,1.0530258,1.0593295,1.0469003,0.957296182,0.963026818,0.875478925
856,1.0534935,1.0592904,1.0458245,0.957721364,0.962991273,0.875446612
857,1.05318,1.0593057,1.0449082,0.957436364,0.963005182,0.875459256
858,1.0535216,1.0592238,1.0451659,0.957746909,0.962930727,0.87539157
859,1.0536325,1.0588835,1.0452406,0.957847727,0.962621364,0.875110331
860,1.0535709,1.0590043,1.0455425,0.957791727,0.962731182,0.875210165
861,1.0534998,1.058691,1.0456032,0.957727091,0.962446364,0.87495124
862,1.0533808,1.0588838,1.0444313,0.957618909,0.962621636,0.875110578
863,1.0531749,1.0591102,1.0456605,0.957431727,0.962827455,0.875297686
864,1.0529065,1.0593374,1.0431082,0.957187727,0.963034,0.875485455
865,1.0535423,1.0594585,1.0450228,0.957765727,0.963144091,0.875585537
866,1.0524279,1.0591698,1.0422863,0.956752636,0.962881636,0.875346942
867,1.0536706,1.0594915,1.0456389,0.957882364,0.963174091,0.87561281
868,1.0533203,1.0593586,1.0454966,0.957563909,0.963053273,0.875502975
869,1.0535209,1.0590367,1.0456337,0.957746273,0.962760636,0.875236942
870,1.0531764,1.0590506,1.0460664,0.957433091,0.962773273,0.87524843
871,1.0527658,1.0583591,1.0460432,0.957059818,0.962144636,0.874676942
872,1.0534636,1.0584643,1.0462755,0.957694182,0.962240273,0.874763885
873,1.0533673,1.0582204,1.0456063,0.957606636,0.962018545,0.874562314
874,1.0527971,1.0583018,1.0459584,0.957088273,0.962092545,0.874629586
875,1.0523404,1.0582722,1.0458555,0.956673091,0.962065636,0.874605124
876,1.0530014,1.0581897,1.0454965,0.957274,0.961990636,0.874536942
877,1.0525203,1.0581117,1.0452571,0.956836636,0.961919727,0.874472479
878,1.0525366,1.0580318,1.0454723,0.956851455,0.961847091,0.874406446
879,1.051733,1.0580301,1.045259,0.956120909,0.961845545,0.874405041
880,1.0524799,1.0579691,1.0453798,0.956799909,0.961790091,0.874354628
881,1.052588,1.0578641,1.0447605,0.956898182,0.961694636,0.874267851
882,1.0525752,1.0577424,1.044744,0.956886545,0.961584,0.874167273
883,1.0527914,1.0571668,1.0434456,0.957083091,0.961060727,0.87369157
884,1.0526985,1.0575514,1.0442295,0.956998636,0.961410364,0.874009422
885,1.0527894,1.0574573,1.0449216,0.957081273,0.961324818,0.873931653
886,1.0526328,1.0573447,1.0441749,0.956938909,0.961222455,0.873838595
887,1.052771,1.0573887,1.0446359,0.957064545,0.961262455,0.873874959
888,1.0522097,1.0575283,1.0445061,0.956554273,0.961389364,0.873990331
889,1.0523617,1.0575508,1.0447439,0.956692455,0.961409818,0.874008925
890,1.0524811,1.057636,1.0444783,0.956801,0.961487273,0.874079339
891,1.0525711,1.057688,1.0443255,0.956882818,0.961534545,0.874122314
892,1.0528119,1.0582646,1.0444609,0.957101727,0.962058727,0.874598843
893,1.0528648,1.0580152,1.0439519,0.957149818,0.961832,0.874392727
894,1.052736,1.0584699,1.043522,0.957032727,0.962245364,0.874768513
895,1.0529732,1.0585195,1.0441236,0.957248364,0.962290455,0.874809505
896,1.0526407,1.0582325,1.0440363,0.956946091,0.962029545,0.874572314
897,1.0531281,1.0579498,1.0443621,0.957389182,0.961772545,0.874338677
898,1.0530777,1.0571623,1.0445197,0.957343364,0.961056636,0.873687851
899,1.0526106,1.0573776,1.0446539,0.956918727,0.961252364,0.873865785
900,1.0524502,1.056951,1.0356491,0.956772909,0.960864545,0.873513223
901,1.0525759,1.0565991,1.0448005,0.956887182,0.960544636,0.873222396
902,1.0523605,1.0569282,1.0449328,0.956691364,0.960843818,0.87349438
903,1.0517905,1.0567974,1.0440176,0.956173182,0.960724909,0.873386281
904,1.0518893,1.056794,1.0445299,0.956263,0.960721818,0.873383471
905,1.051807,1.0568153,1.0443071,0.956188182,0.960741182,0.873401075
906,1.0521044,1.0565366,1.0439548,0.956458545,0.960487818,0.873170744
907,1.0520855,1.0565406,1.0434957,0.956441364,0.960491455,0.87317405
908,1.0520968,1.056318,1.0409905,0.956451636,0.960289091,0.872990083
909,1.0516568,1.0552729,1.042083,0.956051636,0.959339,0.872126364
910,1.0512604,1.0538625,1.0425202,0.955691273,0.958056818,0.870960744
911,1.0503777,1.0570359,1.0428741,0.954888818,0.960941727,0.873583388
912,1.0492328,1.0550219,1.0430235,0.953848,0.959110818,0.871918925
913,1.0511354,1.0546775,1.0422294,0.955577636,0.958797727,0.871634297
914,1.0503712,1.056022,1.0431945,0.954882909,0.96002,0.872745455
915,1.0497186,1.0540189,1.0406314,0.954289636,0.958199,0.87109
916,1.0507462,1.0544653,1.0406038,0.955223818,0.958604818,0.871458925
917,1.0489644,1.0553397,1.0410354,0.953604,0.959399727,0.87218157
918,1.0495366,1.0554036,1.0423316,0.954124182,0.959457818,0.87223438
919,1.0495332,1.0549339,1.0378183,0.954121091,0.959030818,0.871846198
920,1.0506791,1.0551573,1.041466,0.955162818,0.959233909,0.872030826
921,1.0501242,1.0553977,1.0428514,0.954658364,0.959452455,0.872229505
922,1.0504221,1.0548018,1.0410734,0.954929182,0.958910727,0.871737025
923,1.0503535,1.0549315,1.0414201,0.954866818,0.959028636,0.871844215
924,1.0500113,1.0554911,1.0414792,0.954555727,0.959537364,0.872306695
925,1.050357,1.0541521,1.0417826,0.95487,0.958320091,0.871200083
926,1.0505685,1.0543972,1.0416553,0.955062273,0.958542909,0.871402645
927,1.0495107,1.0553559,1.0396786,0.954100636,0.959414455,0.872194959
928,1.0496556,1.0539442,1.0419347,0.954232364,0.958131091,0.871028265
929,1.0500941,1.0539424,1.0411887,0.954631,0.958129455,0.871026777
930,1.0493286,1.0537391,1.0420215,0.953935091,0.957944636,0.87085876
931,1.0491835,1.0536481,1.0406326,0.953803182,0.957861909,0.870783554
932,1.0490272,1.0537351,1.0405743,0.953661091,0.957941,0.870855455
933,1.0493268,1.0529473,1.0409799,0.953933455,0.957224818,0.87020438
934,1.0492687,1.0533408,1.040159,0.953880636,0.957582545,0.870529586
935,1.0485555,1.0531996,1.0408435,0.953232273,0.957454182,0.870412893
936,1.0490447,1.0525047,1.0411508,0.953677,0.956822455,0.869838595
937,1.0488641,1.0526198,1.0402839,0.953512818,0.956927091,0.869933719
938,1.0480819,1.0538545,1.0407169,0.952801727,0.958049545,0.870954132
939,1.0484674,1.0545318,1.0403634,0.953152182,0.958665273,0.871513885
940,1.0493623,1.0551267,1.0401803,0.953965727,0.959206091,0.872005537
941,1.0498452,1.0545161,1.0405334,0.954404727,0.958651,0.871500909
942,1.0502964,1.0547355,1.0403072,0.954814909,0.958850455,0.871682232
943,1.0497935,1.054496,1.0396606,0.954357727,0.958632727,0.871484297
944,1.0504557,1.0541276,1.0358037,0.954959727,0.958297818,0.871179835
945,1.0487156,1.0536516,1.0407008,0.953377818,0.957865091,0.870786446
946,1.0495733,1.0545049,1.0412959,0.954157545,0.958640818,0.871491653
947,1.0498087,1.0538725,1.0409629,0.954371545,0.958065909,0.870969008
948,1.0497084,1.0533255,1.0403105,0.954280364,0.957568636,0.870516942
949,1.0491574,1.054206,1.0368004,0.953779455,0.958369091,0.871244628
950,1.0490232,1.0537469,1.04143,0.953657455,0.957951727,0.870865206
951,1.0492337,1.05277,1.039399,0.953848818,0.957063636,0.870057851
952,1.049035,1.0531534,1.0405301,0.953668182,0.957412182,0.870374711
953,1.0479542,1.0542943,1.0405751,0.952685636,0.958449364,0.871317604
954,1.0487057,1.0529207,1.0400994,0.953368818,0.957200636,0.870182396
955,1.0498478,1.0527052,1.0386473,0.954407091,0.957004727,0.870004297
956,1.0486931,1.0540282,1.0389183,0.953357364,0.958207455,0.871097686
957,1.0484006,1.0527345,1.039237,0.953091455,0.957031364,0.870028513
958,1.049191,1.0530384,1.0391384,0.95381,0.957307636,0.870279669
959,1.0486248,1.0533445,1.0393174,0.953295273,0.957585909,0.870532645
960,1.0486516,1.0526924,1.0401069,0.953319636,0.956993091,0.869993719
961,1.0489819,1.0527632,1.0387881,0.953619909,0.957057455,0.870052232
962,1.0488014,1.0530607,1.0396352,0.953455818,0.957327909,0.870298099
963,1.0486875,1.0523943,1.039667,0.953352273,0.956722091,0.869747355
964,1.0488591,1.052164,1.0403285,0.953508273,0.956512727,0.869557025
965,1.0479913,1.0529879,1.0378004,0.952719364,0.957261727,0.870237934
966,1.0480794,1.0529234,1.0398613,0.952799455,0.957203091,0.870184628
967,1.0486084,1.0522964,1.0400236,0.953280364,0.956633091,0.869666446
968,1.0467128,1.0531251,1.0393689,0.951557091,0.957386455,0.870351323
969,1.0472753,1.0529408,1.0396851,0.952068455,0.957218909,0.870199008
970,1.0485198,1.0523562,1.0397235,0.953199818,0.956687455,0.869715868
971,1.0487825,1.0529341,1.0389185,0.953438636,0.957212818,0.870193471
972,1.0475863,1.0535343,1.0387853,0.952351182,0.957758455,0.870689505
973,1.0476383,1.0524832,1.0400088,0.952398455,0.956802909,0.869820826
974,1.0480059,1.0527521,1.0394875,0.952732636,0.957047364,0.870043058
975,1.0479369,1.0529284,1.0394107,0.952669909,0.957207636,0.87018876
976,1.0481195,1.0522573,1.0392671,0.952835909,0.956597545,0.869634132
977,1.0479978,1.0519093,1.0396254,0.952725273,0.956281182,0.869346529
978,1.047369,1.0517651,1.0389411,0.952153636,0.956150091,0.869227355
979,1.0476724,1.0522829,1.0390364,0.952429455,0.956620818,0.869655289
980,1.04781,1.0515176,1.0392826,0.952554545,0.955925091,0.86902281
981,1.047644,1.0516167,1.0391037,0.952403636,0.956015182,0.869104711
982,1.0462686,1.0518363,1.038846,0.951153273,0.956214818,0.869286198
983,1.0472673,1.0517681,1.0393666,0.952061182,0.956152818,0.869229835
984,1.046808,1.0519909,1.0385114,0.951643636,0.956355364,0.869413967
985,1.0468941,1.0523565,1.0387633,0.951721909,0.956687727,0.869716115
986,1.0480727,1.0517502,1.038576,0.952793364,0.956136545,0.869215041
987,1.0480809,1.0525717,1.0396156,0.952800818,0.956883364,0.869893967
988,1.0479215,1.0517715,1.0384245,0.952655909,0.956155909,0.869232645
989,1.0477593,1.052418,1.0382352,0.952508455,0.956743636,0.869766942
990,1.0477049,1.0512584,1.0381808,0.952459,0.955689455,0.868808595
991,1.0476425,1.0516516,1.0384667,0.952402273,0.956046909,0.869133554
992,1.0481811,1.0521611,1.0386317,0.952891909,0.956510091,0.869554628
993,1.048299,1.051982,1.0389284,0.952999091,0.956347273,0.869406612
994,1.0483732,1.0516338,1.0384308,0.953066545,0.956030727,0.869118843
995,1.0481063,1.0520386,1.0382922,0.952823909,0.956398727,0.869453388
996,1.0475903,1.0519813,1.0383285,0.952354818,0.956346636,0.869406033
997,1.0477579,1.0516541,1.039122,0.952507182,0.956049182,0.86913562
998,1.0480105,1.0518985,1.0387062,0.952736818,0.956271364,0.869337604
999,1.0474339,1.0511005,1.0389125,0.952212636,0.955545909,0.868678099
1000,1.0473723,1.0518333,1.0385895,0.952156636,0.956212091,0.869283719
1001,1.0472594,1.0515254,1.0391204,0.952054,0.955932182,0.869029256
1002,1.0475345,1.0509608,1.0386714,0.952304091,0.955418909,0.868562645
1003,1.0472472,1.0512042,1.0392003,0.952042909,0.955640182,0.868763802
1004,1.0475669,1.0513668,1.0387985,0.952333545,0.955788,0.868898182
1005,1.0474768,1.0513401,1.0387524,0.952251636,0.955763727,0.868876115
1006,1.0472555,1.0513667,1.0382271,0.952050455,0.955787909,0.868898099
1007,1.047214,1.0513815,1.0382619,0.952012727,0.955801364,0.868910331
1008,1.0470616,1.0510714,1.0381292,0.951874182,0.955519455,0.86865405
1009,1.0471103,1.0512064,1.0386435,0.951918455,0.955642182,0.86876562
1010,1.0472913,1.0515634,1.0383798,0.952083,0.955966727,0.869060661
1011,1.0476408,1.0512233,1.0387344,0.952400727,0.955657545,0.868779586
1012,1.0472965,1.0515373,1.0384082,0.952087727,0.955943,0.869039091
1013,1.0468339,1.0511234,1.0384033,0.951667182,0.955566727,0.868697025
1014,1.046472,1.050727,1.0382508,0.951338182,0.955206364,0.868369422
1015,1.0466272,1.0506805,1.0386004,0.951479273,0.955164091,0.868330992
1016,1.0461981,1.0512077,1.0382693,0.951089182,0.955643364,0.868766695
1017,1.0463288,1.0503966,1.0380154,0.951208,0.954906,0.868096364
1018,1.0471313,1.0509938,1.0380089,0.951937545,0.955448909,0.868589917
1019,1.0468818,1.0504007,1.0381563,0.951710727,0.954909727,0.868099752
1020,1.0469649,1.0505073,1.0380909,0.951786273,0.955006636,0.868187851
1021,1.0468143,1.0510365,1.0380572,0.951649364,0.955487727,0.868625206
1022,1.0465955,1.0506572,1.0381613,0.951450455,0.955142909,0.868311735
1023,1.0466205,1.0505191,1.037668,0.951473182,0.955017364,0.868197604
1024,1.0469631,1.0508226,1.0381751,0.951784636,0.955293273,0.86844843
1025,1.0464734,1.0502986,1.0375223,0.951339455,0.954816909,0.868015372
1026,1.0458431,1.0501077,1.0377138,0.950766455,0.954643364,0.867857604
1027,1.0459329,1.050414,1.0376039,0.950848091,0.954921818,0.868110744
1028,1.0460329,1.0504711,1.0376381,0.950939,0.954973727,0.868157934
1029,1.0464371,1.049839,1.0366722,0.951306455,0.954399091,0.867635537
1030,1.0460435,1.0499517,1.0371883,0.950948636,0.954501545,0.867728677
1031,1.046383,1.0503681,1.037078,0.951257273,0.954880091,0.86807281
1032,1.0460207,1.0501175,1.0373186,0.950927909,0.954652273,0.867865703
1033,1.0458047,1.0501771,1.0374084,0.950731545,0.954706455,0.867914959
1034,1.04641,1.050661,1.0364586,0.951281818,0.955146364,0.868314876
1035,1.0460341,1.0505613,1.0368803,0.950940091,0.955055727,0.868232479
1036,1.0463198,1.0505618,1.0367821,0.951199818,0.955056182,0.868232893
1037,1.0464143,1.0500311,1.0364487,0.951285727,0.954573727,0.867794297
1038,1.0451313,1.0497057,1.0367492,0.950119364,0.954277909,0.867525372
1039,1.0456761,1.049947,1.0368243,0.950614636,0.954497273,0.867724794
1040,1.0460755,1.0497787,1.0368503,0.950977727,0.954344273,0.867585703
1041,1.0459869,1.0502082,1.036988,0.950897182,0.954734727,0.867940661
1042,1.0455962,1.0500576,1.0366458,0.950542,0.954597818,0.867816198
1043,1.0459721,1.0493542,1.0370507,0.950883727,0.953958364,0.867234876
1044,1.0455135,1.0496219,1.036622,0.950466818,0.954201727,0.867456115
1045,1.0457565,1.0497632,1.0364361,0.950687727,0.954330182,0.867572893
1046,1.045797,1.0493788,1.0369773,0.950724545,0.953980727,0.867255206
1047,1.0451274,1.0493592,1.0366753,0.950115818,0.953962909,0.867239008
1048,1.0448896,1.0497347,1.0366201,0.949899636,0.954304273,0.867549339
1049,1.0454842,1.0496587,1.0367018,0.950440182,0.954235182,0.867486529
1050,1.0449585,1.0496105,1.0367681,0.949962273,0.954191364,0.867446695
1051,1.0453382,1.0495656,1.0366604,0.950307455,0.954150545,0.867409586
1052,1.0454155,1.0493519,1.0359209,0.950377727,0.953956273,0.867232975
1053,1.0446144,1.0493844,1.0362328,0.949649455,0.953985818,0.867259835
1054,1.045059,1.0489054,1.035984,0.950053636,0.953550364,0.866863967
1055,1.0447001,1.048999,1.0362861,0.949727364,0.953635455,0.866941323
1056,1.0440195,1.04895,1.0363454,0.949108636,0.953590909,0.866900826
1057,1.0446064,1.0490154,1.0361643,0.949642182,0.953650364,0.866954876
1058,1.045031,1.0487009,1.0363283,0.950028182,0.953364455,0.866694959
1059,1.0444828,1.0492862,1.0353702,0.949529818,0.953896545,0.867178677
1060,1.0446135,1.0493648,1.0361522,0.949648636,0.953968,0.867243636
1061,1.0443954,1.0484906,1.0350224,0.949450364,0.953173273,0.866521157
1062,1.0444428,1.0488908,1.0354484,0.949493455,0.953537091,0.866851901
1063,1.0444539,1.0485985,1.035789,0.949503545,0.953271364,0.866610331
1064,1.044369,1.0486099,1.0352587,0.949426364,0.953281727,0.866619752
1065,1.0447522,1.0485998,1.0355475,0.949774727,0.953272545,0.866611405
1066,1.0443258,1.0481213,1.0351868,0.949387091,0.952837545,0.86621595
1067,1.0445681,1.0479783,1.0354269,0.949607364,0.952707545,0.866097768
1068,1.044435,1.0485302,1.0355663,0.949486364,0.953209273,0.866553885
1069,1.0443172,1.0485539,1.0350106,0.949379273,0.953230818,0.866573471
1070,1.0436645,1.0486532,1.0355738,0.948785909,0.953321091,0.866655537
1071,1.0434943,1.0481706,1.0350094,0.948631182,0.952882364,0.866256695
1072,1.0442415,1.0480425,1.0350747,0.949310455,0.952765909,0.866150826
1073,1.0442716,1.0476408,1.0354928,0.949337818,0.952400727,0.865818843
1074,1.0432632,1.047938,1.0352503,0.948421091,0.952670909,0.866064463
1075,1.0435767,1.0480784,1.0349739,0.948706091,0.952798545,0.866180495
1076,1.0436926,1.0484825,1.0339727,0.948811455,0.953165909,0.866514463
1077,1.043716,1.0478499,1.0346072,0.948832727,0.952590818,0.865991653
1078,1.0442669,1.0484403,1.0343043,0.949333545,0.953127545,0.866479586
1079,1.0438139,1.0481428,1.0348344,0.948921727,0.952857091,0.866233719
1080,1.0435672,1.0477978,1.0343127,0.948697455,0.952543455,0.865948595
1081,1.0437907,1.0480907,1.0341735,0.948900636,0.952809727,0.866190661
1082,1.0429615,1.0478162,1.0342456,0.948146818,0.952560182,0.865963802
1083,1.0433794,1.047765,1.0344391,0.948526727,0.952513636,0.865921487
1084,1.0431895,1.0474747,1.0346419,0.948354091,0.952249727,0.86568157
1085,1.0430939,1.0476153,1.0343549,0.948267182,0.952377545,0.865797768
1086,1.0432098,1.0474707,1.0341082,0.948372545,0.952246091,0.865678265
1087,1.0428956,1.0480088,1.0344795,0.948086909,0.952735273,0.866122975
1088,1.0428174,1.0474805,1.0339148,0.948015818,0.952255,0.865686364
1089,1.0431533,1.0467182,1.0337666,0.948321182,0.951562,0.865056364
1090,1.0431564,1.0474758,1.0336525,0.948324,0.952250727,0.865682479
1091,1.0424494,1.0475316,1.0340583,0.947681273,0.952301455,0.865728595
1092,1.0432595,1.0473257,1.0336003,0.948417727,0.952114273,0.86555843
1093,1.0428022,1.0474521,1.0338552,0.948002,0.952229182,0.865662893
1094,1.0430561,1.0469722,1.0333118,0.948232818,0.951792909,0.865266281
1095,1.0431091,1.0471133,1.0332232,0.948281,0.951921182,0.865382893
1096,1.0421392,1.0469358,1.033228,0.947399273,0.951759818,0.865236198
1097,1.04283,1.0471499,1.033473,0.948027273,0.951954455,0.865413141
1098,1.0423886,1.0470315,1.0336952,0.947626,0.951846818,0.865315289
1099,1.0424987,1.0472029,1.0333788,0.947726091,0.952002636,0.865456942
1100,1.0426993,1.0470653,1.0328728,0.947908455,0.951877545,0.865343223
1101,1.042474,1.0463951,1.0331461,0.947703636,0.951268273,0.864789339
1102,1.0426731,1.046947,1.0332159,0.947884636,0.95177,0.865245455
1103,1.0422804,1.0469853,1.0333444,0.947527636,0.951804818,0.865277107
1104,1.0421233,1.0464936,1.0333019,0.947384818,0.951357818,0.864870744
1105,1.0421754,1.0469934,1.0333362,0.947432182,0.951812182,0.865283802
1106,1.0423043,1.0467237,1.0334672,0.947549364,0.951567,0.865060909
1107,1.0428393,1.0466129,1.0331818,0.948035727,0.951466273,0.864969339
1108,1.042093,1.0467941,1.0333894,0.947357273,0.951631,0.865119091
1109,1.0424539,1.0462486,1.0322922,0.947685364,0.951135091,0.864668265
